,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN,HEIGHT,POSITION,HEIGHT_CM,POSITION_SIMPLE,Lv1,Lv2,Lv1_and_Lv2
10804,2019-20,Garrison Mathews,1629726,WAS,18,12.6,6-6,Guard,198.1,G,False,False,False
10805,2019-20,Gary Clark,1629109,ORL,42,13.5,6-6,Forward,198.1,F,True,False,False
10806,2019-20,Gary Harris,203914,DEN,56,31.8,6-4,Guard,193.0,G,True,True,True
10807,2019-20,Gary Payton II,1627780,WAS,29,14.9,6-2,Guard,188.0,G,False,False,False
10808,2019-20,Gary Trent Jr.,1629018,POR,61,21.8,6-5,Guard,195.6,G,True,True,True
10809,2019-20,George Hill,201588,MIL,59,21.5,,,,,True,True,True
10810,2019-20,Georges Niang,1627777,UTA,66,14.0,6-7,Forward,200.7,F,True,False,False
10811,2019-20,Giannis Antetokounmpo,203507,MIL,63,30.4,6-11,Forward,210.8,F,True,True,True
10812,2019-20,Glenn Robinson III,203922,PHI,62,28.8,6-6,Forward,198.1,F,True,True,True
10813,2019-20,Goga Bitadze,1629048,IND,54,8.7,6-10,Center-Forward,208.3,F,True,False,False
10814,2019-20,Goran Dragic,201609,MIA,59,28.2,,,,,True,True,True
10815,2019-20,Gordon Hayward,202330,BOS,52,33.5,6-7,Forward,200.7,F,True,True,True
10816,2019-20,Gorgui Dieng,203476,MEM,63,17.4,6-10,Center,208.3,C,True,False,False
10817,2019-20,Grant Williams,1629684,BOS,69,15.1,6-6,Forward,198.1,F,True,False,False
10818,2019-20,Grayson Allen,1628960,MEM,38,18.9,6-4,Guard,193.0,G,False,False,False
10819,2019-20,Hamidou Diallo,1628977,OKC,46,19.5,6-5,Guard,195.6,G,True,False,False
10820,2019-20,Harrison Barnes,203084,SAC,72,34.5,,,,,True,True,True
10821,2019-20,Harry Giles III,1628385,SAC,46,14.5,6-10,Forward-Center,208.3,F,True,False,False
10822,2019-20,Hassan Whiteside,202355,POR,67,30.0,7-0,Center,213.4,C,True,True,True
10823,2019-20,Henry Ellenson,1627740,BKN,5,3.0,6-10,Forward-Center,208.3,F,False,False,False
10824,2019-20,Ian Mahinmi,101133,WAS,38,21.3,,,,,False,True,False
10825,2019-20,Ignas Brazdeikis,1629649,NYK,9,5.9,6-6,Forward,198.1,F,False,False,False
10826,2019-20,Iman Shumpert,202697,BKN,13,18.5,,,,,False,False,False
10827,2019-20,Isaac Bonga,1629067,WAS,66,18.9,6-8,Guard,203.2,G,True,False,False
10828,2019-20,Isaiah Hartenstein,1628392,HOU,23,11.6,7-0,Center-Forward,213.4,F,False,False,False
10829,2019-20,Isaiah Roby,1629676,OKC,3,3.8,6-8,Forward,203.2,F,False,False,False
10830,2019-20,Isaiah Thomas,202738,WAS,40,23.1,,,,,False,True,False
10831,2019-20,Ish Smith,202397,WAS,68,26.3,6-0,Guard,182.9,G,True,True,True
10832,2019-20,Ivica Zubac,1627826,LAC,72,18.4,7-0,Center,213.4,C,True,False,False
10833,2019-20,J.J. Barea,200826,DAL,29,15.5,5-10,Guard,177.8,G,False,False,False
10834,2019-20,J.P. Macura,1629122,CLE,1,0.6,6-4,Guard,193.0,G,False,False,False
10835,2019-20,JJ Redick,200755,NOP,60,26.3,6-3,Guard,190.5,G,True,True,True
10836,2019-20,JR Smith,2747,LAL,6,13.2,6-6,Guard,198.1,G,False,False,False
10837,2019-20,Ja Morant,1629630,MEM,67,31.0,6-2,Guard,188.0,G,True,True,True
10838,2019-20,JaKarr Sampson,203960,IND,34,13.8,6-7,Forward,200.7,F,False,False,False
10839,2019-20,JaMychal Green,203210,LAC,63,20.7,6-9,Forward-Center,205.7,F,True,True,True
10840,2019-20,JaVale McGee,201580,LAL,68,16.6,,,,,True,False,False
10841,2019-20,Jabari Parker,203953,SAC,38,24.2,6-7,Forward,200.7,F,False,True,False
10842,2019-20,Jacob Evans,1628980,MIN,29,14.4,6-4,Guard-Forward,193.0,G,False,False,False
10843,2019-20,Jae Crowder,203109,MIA,65,28.8,,,,,True,True,True
10844,2019-20,Jahlil Okafor,1626143,NOP,30,15.6,6-10,Center-Forward,208.3,F,False,False,False
10845,2019-20,Jake Layman,1627774,MIN,23,22.0,6-8,Forward,203.2,F,False,True,False
10846,2019-20,Jakob Poeltl,1627751,SAS,66,17.7,7-0,Center,213.4,C,True,False,False
10847,2019-20,Jalen Brunson,1628973,DAL,57,17.9,6-2,Guard,188.0,G,True,False,False
10848,2019-20,Jalen Lecque,1629665,PHX,5,6.3,6-4,Guard,193.0,G,False,False,False
10849,2019-20,Jalen McDaniels,1629667,CHA,16,18.3,6-9,Forward,205.7,F,False,False,False
10850,2019-20,Jamal Crawford,2037,BKN,1,6.0,6-5,Guard,195.6,G,False,False,False
10851,2019-20,Jamal Murray,1627750,DEN,59,32.3,6-4,Guard,193.0,G,True,True,True
10852,2019-20,James Ennis III,203516,ORL,69,18.3,6-6,Forward,198.1,F,True,False,False
10853,2019-20,James Harden,201935,HOU,68,36.5,6-5,Guard,195.6,G,True,True,True
10854,2019-20,James Johnson,201949,MIN,32,19.4,6-7,Forward,200.7,F,False,False,False
10855,2019-20,Jared Dudley,201162,LAL,45,8.1,,,,,True,False,False
10856,2019-20,Jared Harper,1629607,NYK,3,2.6,5-10,Guard,177.8,G,False,False,False
10857,2019-20,Jaren Jackson Jr.,1628991,MEM,57,28.5,6-10,Forward-Center,208.3,F,True,True,True
10858,2019-20,Jarred Vanderbilt,1629020,MIN,11,4.2,6-8,Forward,203.2,F,False,False,False
10859,2019-20,Jarrell Brantley,1629714,UTA,9,10.7,6-5,Forward,195.6,F,False,False,False
10860,2019-20,Jarrett Allen,1628386,BKN,70,26.5,6-9,Center,205.7,C,True,True,True
10861,2019-20,Jarrett Culver,1629633,MIN,63,23.9,6-6,Guard-Forward,198.1,G,True,True,True
10862,2019-20,Jarrod Uthoff,1627784,WAS,7,7.6,6-9,Forward,205.7,F,False,False,False
10863,2019-20,Javonte Green,1629750,BOS,48,9.7,6-5,Guard,195.6,G,True,False,False
10864,2019-20,Jaxson Hayes,1629637,NOP,64,16.9,7-0,Center-Forward,213.4,F,True,False,False
10865,2019-20,Jaylen Brown,1627759,BOS,57,33.9,6-6,Guard-Forward,198.1,G,True,True,True
10866,2019-20,Jaylen Hoard,1629658,POR,13,7.9,6-8,Forward,203.2,F,False,False,False
10867,2019-20,Jaylen Nowell,1629669,MIN,15,10.1,6-4,Guard,193.0,G,False,False,False
10868,2019-20,Jayson Tatum,1628369,BOS,66,34.3,6-8,Forward-Guard,203.2,G,True,True,True
10869,2019-20,Jeff Green,201145,HOU,48,20.0,,,,,True,True,True
10870,2019-20,Jeff Teague,201952,ATL,59,24.8,6-3,Guard,190.5,G,True,True,True
10871,2019-20,Jerami Grant,203924,DEN,71,26.6,6-7,Forward,200.7,F,True,True,True
10872,2019-20,Jeremiah Martin,1629725,BKN,9,11.0,6-2,Guard,188.0,G,False,False,False
10873,2019-20,Jeremy Lamb,203087,IND,46,28.1,,,,,True,True,True
10874,2019-20,Jeremy Pargo,202951,GSW,3,14.8,,,,,False,False,False
10875,2019-20,Jerian Grant,1626170,WAS,6,13.4,6-4,Guard,193.0,G,False,False,False
10876,2019-20,Jerome Robinson,1629010,WAS,63,15.5,6-5,Guard,195.6,G,True,False,False
10877,2019-20,Jevon Carter,1628975,PHX,58,16.3,6-1,Guard,185.4,G,True,False,False
10878,2019-20,Jimmy Butler III,202710,MIA,58,33.8,,,,,True,True,True
10879,2019-20,Joakim Noah,201149,LAC,5,10.0,,,,,False,False,False
10880,2019-20,Joe Chealey,1629147,CHA,4,8.4,6-4,Guard,193.0,G,False,False,False
10881,2019-20,Joe Harris,203925,BKN,69,30.8,6-6,Guard-Forward,198.1,G,True,True,True
10882,2019-20,Joe Ingles,204060,UTA,72,29.7,6-8,Forward-Guard,203.2,G,True,True,True
10883,2019-20,Joel Embiid,203954,PHI,51,29.5,7-0,Center-Forward,213.4,F,True,True,True
10884,2019-20,John Collins,1628381,ATL,41,33.2,6-9,Forward-Center,205.7,F,True,True,True
10885,2019-20,John Henson,203089,DET,40,15.0,,,,,False,False,False
10886,2019-20,John Konchar,1629723,MEM,19,9.5,6-5,Guard,195.6,G,False,False,False
10887,2019-20,Johnathan Motley,1628405,LAC,13,3.2,6-8,Forward,203.2,F,False,False,False
10888,2019-20,Johnathan Williams,1629140,WAS,15,12.0,6-9,Forward,205.7,F,False,False,False
10889,2019-20,Jonah Bolden,1628413,PHX,7,6.7,6-8,Forward,203.2,F,False,False,False
10890,2019-20,Jonas Valančiūnas,202685,MEM,70,26.4,,,,,True,True,True
10891,2019-20,Jonathan Isaac,1628371,ORL,34,28.8,6-10,Forward,208.3,F,False,True,False
10892,2019-20,Jordan Bell,1628395,CLE,29,8.8,6-7,Forward,200.7,F,False,False,False
10893,2019-20,Jordan Bone,1629648,DET,10,5.3,6-2,Guard,188.0,G,False,False,False
10894,2019-20,Jordan Clarkson,203903,UTA,71,24.0,6-3,Guard,190.5,G,True,True,True
10895,2019-20,Jordan McLaughlin,1629162,MIN,30,19.7,6-0,Guard,182.9,G,False,False,False
10896,2019-20,Jordan McRae,203895,DET,37,21.2,6-5,Guard,195.6,G,False,True,False
10897,2019-20,Jordan Poole,1629673,GSW,57,22.3,6-4,Guard,193.0,G,True,True,True
10898,2019-20,Josh Gray,1627982,NOP,2,11.4,6-0,Guard,182.9,G,False,False,False
10899,2019-20,Josh Hart,1628404,NOP,65,27.0,6-4,Guard,193.0,G,True,True,True
10900,2019-20,Josh Jackson,1628367,MEM,22,17.3,6-8,Guard-Forward,203.2,G,False,False,False
10901,2019-20,Josh Magette,203705,ORL,8,4.7,6-1,Guard,185.4,G,False,False,False
10902,2019-20,Josh Okogie,1629006,MIN,62,25.0,6-4,Guard,193.0,G,True,True,True
10903,2019-20,Josh Reaves,1629729,DAL,4,7.1,6-4,Guard-Forward,193.0,G,False,False,False
10904,2019-20,Josh Richardson,1626196,PHI,55,30.8,6-5,Guard,195.6,G,True,True,True
10905,2019-20,Jrue Holiday,201950,NOP,61,34.7,6-4,Guard,193.0,G,True,True,True
10906,2019-20,Juan Toscano-Anderson,1629308,GSW,13,20.9,6-6,Forward,198.1,F,False,True,False
10907,2019-20,Juancho Hernangomez,1627823,MIN,48,17.4,6-9,Forward,205.7,F,True,False,False
10908,2019-20,Julius Randle,203944,NYK,64,32.5,6-9,Forward-Center,205.7,F,True,True,True
10909,2019-20,Justin Anderson,1626147,BKN,10,10.7,6-5,Forward-Guard,195.6,G,False,False,False
10910,2019-20,Justin Holiday,203200,IND,73,25.0,,,,,True,True,True
10911,2019-20,Justin Jackson,1628382,DAL,65,16.1,6-8,Forward,203.2,F,True,False,False
10912,2019-20,Justin James,1629713,SAC,36,6.5,6-7,Guard-Forward,200.7,G,False,False,False
10913,2019-20,Justin Patton,1628383,DET,5,4.8,6-11,Center,210.8,C,False,False,False
10914,2019-20,Justin Robinson,1629620,WAS,9,5.4,6-1,Guard,185.4,G,False,False,False
10915,2019-20,Justin Wright-Foreman,1629625,UTA,4,11.3,6-0,Guard,182.9,G,False,False,False
10916,2019-20,Justise Winslow,1626159,MEM,11,32.0,6-6,Forward-Guard,198.1,G,False,True,False
10917,2019-20,Jusuf Nurkić,203994,POR,8,31.6,7-0,Center,213.4,C,False,True,False
10918,2019-20,Juwan Morgan,1629752,UTA,21,6.4,6-7,Forward,200.7,F,False,False,False
10919,2019-20,KZ Okpala,1629644,MIA,5,5.2,6-8,Forward-Guard,203.2,G,False,False,False
10920,2019-20,Kadeem Allen,1628443,NYK,10,11.7,6-1,Guard,185.4,G,False,False,False
10921,2019-20,Karl-Anthony Towns,1626157,MIN,35,33.9,7-0,Center-Forward,213.4,F,False,True,False
10922,2019-20,Kawhi Leonard,202695,LAC,57,32.4,,,,,True,True,True
10923,2019-20,Keita Bates-Diop,1628966,DEN,44,16.9,6-8,Forward,203.2,F,True,False,False
10924,2019-20,Kelan Martin,1629103,MIN,31,16.0,6-5,Forward,195.6,F,False,False,False
10925,2019-20,Keldon Johnson,1629640,SAS,17,17.7,6-5,Forward-Guard,195.6,G,False,False,False
10926,2019-20,Kelly Olynyk,203482,MIA,67,19.4,6-11,Forward-Center,210.8,F,True,False,False
10927,2019-20,Kelly Oubre Jr.,1626162,PHX,56,34.5,6-8,Forward-Guard,203.2,G,True,True,True
10928,2019-20,Kemba Walker,202689,BOS,56,31.1,,,,,True,True,True
10929,2019-20,Kendrick Nunn,1629134,MIA,67,29.3,6-3,Guard,190.5,G,True,True,True
10930,2019-20,Kenrich Williams,1629026,NOP,39,21.3,6-6,Guard-Forward,198.1,G,False,True,False
10931,2019-20,Kent Bazemore,203145,SAC,68,24.8,,,,,True,True,True
10932,2019-20,Kentavious Caldwell-Pope,203484,LAL,69,25.5,6-5,Guard,195.6,G,True,True,True
10933,2019-20,Kevin Hervey,1628987,OKC,10,5.2,6-9,Forward,205.7,F,False,False,False
10934,2019-20,Kevin Huerter,1628989,ATL,56,31.4,6-7,Guard-Forward,200.7,G,True,True,True
10935,2019-20,Kevin Knox II,1628995,NYK,65,17.9,6-8,Forward,203.2,F,True,False,False
10936,2019-20,Kevin Love,201567,CLE,56,31.8,,,,,True,True,True
10937,2019-20,Kevin Porter Jr.,1629645,CLE,50,23.2,6-4,Guard-Forward,193.0,G,True,True,True
10938,2019-20,Kevon Looney,1626172,GSW,20,13.1,6-9,Forward,205.7,F,False,False,False
10939,2019-20,Khem Birch,203920,ORL,48,19.2,6-8,Center,203.2,C,True,False,False
10940,2019-20,Khris Middleton,203114,MIL,62,29.9,6-7,Forward,200.7,F,True,True,True
10941,2019-20,Khyri Thomas,1629017,DET,8,7.7,6-3,Guard,190.5,G,False,False,False
10942,2019-20,Kostas Antetokounmpo,1628961,LAL,5,4.0,6-10,Forward,208.3,F,False,False,False
10943,2019-20,Kris Dunn,1627739,CHI,51,24.9,6-3,Guard,190.5,G,True,True,True
10944,2019-20,Kristaps Porziņģis,204001,DAL,57,31.8,7-2,Forward-Center,218.4,F,True,True,True
10945,2019-20,Ky Bowman,1629065,GSW,45,22.6,6-1,Guard,185.4,G,True,True,True
10946,2019-20,Kyle Alexander,1629734,MIA,2,6.7,6-10,Forward-Center,208.3,F,False,False,False
10947,2019-20,Kyle Anderson,203937,MEM,67,19.8,6-9,Forward-Guard,205.7,G,True,False,False
10948,2019-20,Kyle Guy,1629657,SAC,3,3.2,6-1,Guard,185.4,G,False,False,False
10949,2019-20,Kyle Korver,2594,MIL,58,16.6,6-7,Guard-Forward,200.7,G,True,False,False
10950,2019-20,Kyle Kuzma,1628398,LAL,61,25.0,6-9,Forward,205.7,F,True,True,True
10951,2019-20,Kyle Lowry,200768,TOR,58,36.2,6-0,Guard,182.9,G,True,True,True
10952,2019-20,Kyle O'Quinn,203124,PHI,29,10.8,6-9,Center-Forward,205.7,F,False,False,False
10953,2019-20,Kyrie Irving,202681,BKN,20,32.9,,,,,False,True,False
10954,2019-20,LaMarcus Aldridge,200746,SAS,53,33.1,6-11,Center-Forward,210.8,F,True,True,True
10955,2019-20,Lance Thomas,202498,BKN,7,14.0,,,,,False,False,False
10956,2019-20,Landry Shamet,1629013,LAC,53,27.4,6-4,Guard,193.0,G,True,True,True
10957,2019-20,Langston Galloway,204038,DET,66,25.8,6-1,Guard,185.4,G,True,True,True
10958,2019-20,Larry Nance Jr.,1626204,CLE,56,26.3,6-8,Forward-Center,203.2,F,True,True,True
10959,2019-20,Lauri Markkanen,1628374,CHI,50,29.8,7-0,Forward-Center,213.4,F,True,True,True
10960,2019-20,LeBron James,2544,LAL,67,34.6,6-9,Forward,205.7,F,True,True,True
10961,2019-20,Lonnie Walker IV,1629022,SAS,61,16.2,6-4,Guard-Forward,193.0,G,True,False,False
10962,2019-20,Lonzo Ball,1628366,NOP,63,32.1,6-6,Guard,198.1,G,True,True,True
10963,2019-20,Lou Williams,101150,LAC,65,28.7,6-2,Guard,188.0,G,True,True,True
10964,2019-20,Louis King,1629663,DET,10,6.2,6-7,Forward,200.7,F,False,False,False
10965,2019-20,Luc Mbah a Moute,201601,HOU,3,8.2,,,,,False,False,False
10966,2019-20,Luguentz Dort,1629652,OKC,36,22.8,6-4,Guard,193.0,G,False,True,False
10967,2019-20,Luka Dončić,1629029,DAL,61,33.6,6-6,Forward-Guard,198.1,G,True,True,True
10968,2019-20,Luka Samanic,1629677,SAS,3,16.1,6-10,Forward,208.3,F,False,False,False
10969,2019-20,Luke Kennard,1628379,DET,28,32.9,6-5,Guard,195.6,G,False,True,False
10970,2019-20,Luke Kornet,1628436,CHI,36,15.5,7-1,Center-Forward,215.9,F,False,False,False
10971,2019-20,Malcolm Brogdon,1627763,IND,54,30.9,6-4,Guard,193.0,G,True,True,True
10972,2019-20,Malcolm Miller,1626259,TOR,28,5.8,6-7,Guard-Forward,200.7,G,False,False,False
10973,2019-20,Malik Beasley,1627736,MIN,55,22.0,6-4,Guard,193.0,G,True,True,True
10974,2019-20,Malik Monk,1628370,CHA,55,21.3,6-3,Guard,190.5,G,True,True,True
10975,2019-20,Malik Newman,1629005,CLE,1,3.7,6-3,Guard,190.5,G,False,False,False
10976,2019-20,Marc Gasol,201188,TOR,44,26.4,,,,,True,True,True
10977,2019-20,Marco Belinelli,201158,SAS,57,15.5,,,,,True,False,False
10978,2019-20,Marcus Morris Sr.,202694,LAC,62,31.2,,,,,True,True,True
10979,2019-20,Marcus Smart,203935,BOS,60,32.0,6-3,Guard,190.5,G,True,True,True
10980,2019-20,Marial Shayok,1629621,PHI,4,7.0,6-5,Guard-Forward,195.6,G,False,False,False
10981,2019-20,Mario Hezonja,1626209,POR,53,16.4,6-8,Forward-Guard,203.2,G,True,False,False
10982,2019-20,Markelle Fultz,1628365,ORL,72,27.7,6-4,Guard,193.0,G,True,True,True
10983,2019-20,Markieff Morris,202693,LAL,58,20.5,,,,,True,True,True
10984,2019-20,Marko Guduric,1629741,MEM,44,11.0,6-6,Guard,198.1,G,True,False,False
10985,2019-20,Marques Bolden,1629716,CLE,1,2.8,6-10,Center,208.3,C,False,False,False
10986,2019-20,Marquese Chriss,1627737,GSW,59,20.3,6-9,Forward,205.7,F,True,True,True
10987,2019-20,Marvin Bagley III,1628963,SAC,13,25.7,6-10,Forward,208.3,F,False,True,False
10988,2019-20,Marvin Williams,101107,MIL,58,19.5,6-8,Forward,203.2,F,True,False,False
10989,2019-20,Mason Plumlee,203486,DEN,61,17.3,6-10,Forward-Center,208.3,F,True,False,False
10990,2019-20,Matisse Thybulle,1629680,PHI,65,19.8,6-5,Guard-Forward,195.6,G,True,False,False
10991,2019-20,Matt Mooney,1629760,CLE,4,4.7,6-2,Guard,188.0,G,False,False,False
10992,2019-20,Matt Thomas,1629744,TOR,41,10.7,6-3,Guard,190.5,G,True,False,False
10993,2019-20,Matthew Dellavedova,203521,CLE,57,14.4,6-3,Guard,190.5,G,True,False,False
10994,2019-20,Maurice Harkless,203090,NYK,62,23.0,6-7,Forward-Guard,200.7,G,True,True,True
10995,2019-20,Max Strus,1629622,CHI,2,3.1,6-5,Guard-Forward,195.6,G,False,False,False
10996,2019-20,Maxi Kleber,1628467,DAL,74,25.5,6-10,Forward,208.3,F,True,True,True
10997,2019-20,Melvin Frazier Jr.,1628982,ORL,19,6.6,6-5,Guard-Forward,195.6,G,False,False,False
10998,2019-20,Meyers Leonard,203086,MIA,51,20.3,7-0,Forward-Center,213.4,F,True,True,True
10999,2019-20,Mfiondu Kabengele,1629662,LAC,12,5.4,6-10,Center,208.3,C,False,False,False
11000,2019-20,Michael Carter-Williams,203487,ORL,45,18.5,6-5,Guard,195.6,G,True,False,False
11001,2019-20,Michael Frazier II,1626187,HOU,13,11.1,6-3,Guard,190.5,G,False,False,False
11002,2019-20,Michael Kidd-Gilchrist,203077,DAL,25,11.2,6-6,Forward,198.1,F,False,False,False
11003,2019-20,Michael Porter Jr.,1629008,DEN,55,16.4,6-10,Forward,208.3,F,True,False,False
11004,2019-20,Mikal Bridges,1628969,PHX,73,28.0,6-6,Guard-Forward,198.1,G,True,True,True
11005,2019-20,Mike Conley,201144,UTA,47,29.0,,,,,True,True,True
11006,2019-20,Mike Muscala,203488,OKC,47,12.2,6-10,Forward-Center,208.3,F,True,False,False
11007,2019-20,Mike Scott,203118,PHI,68,17.8,6-7,Forward,200.7,F,True,False,False
11008,2019-20,Miles Bridges,1628970,CHA,65,30.7,6-7,Forward,200.7,F,True,True,True
11009,2019-20,Mitchell Robinson,1629011,NYK,61,23.2,7-0,Center-Forward,213.4,F,True,True,True
11010,2019-20,Miye Oni,1629671,UTA,10,10.9,6-5,Guard-Forward,195.6,G,False,False,False
11011,2019-20,Mo Bamba,1628964,ORL,62,14.2,7-0,Center,213.4,C,True,False,False
11012,2019-20,Montrezl Harrell,1626149,LAC,63,27.8,6-7,Forward-Center,200.7,F,True,True,True
11013,2019-20,Monté Morris,1628420,DEN,73,22.4,6-2,Guard,188.0,G,True,True,True
11014,2019-20,Moritz Wagner,1629021,WAS,45,18.6,6-11,Forward-Center,210.8,F,True,False,False
11015,2019-20,Moses Brown,1629650,POR,9,3.6,7-2,Center,218.4,C,False,False,False
11016,2019-20,Mychal Mulder,1628539,GSW,7,29.1,6-3,Guard,190.5,G,False,True,False
11017,2019-20,Myles Turner,1626167,IND,62,29.4,6-11,Center-Forward,210.8,F,True,True,True
11018,2019-20,Nassir Little,1629642,POR,48,11.9,6-6,Forward-Guard,198.1,G,True,False,False
11019,2019-20,Naz Mitrou-Long,1628513,IND,5,9.4,6-3,Guard,190.5,G,False,False,False
11020,2019-20,Naz Reid,1629675,MIN,30,16.5,6-9,Center-Forward,205.7,F,False,False,False
11021,2019-20,Nemanja Bjelica,202357,SAC,72,27.9,6-9,Forward,205.7,F,True,True,True
11022,2019-20,Nerlens Noel,203457,OKC,61,18.5,6-10,Center-Forward,208.3,F,True,False,False
11023,2019-20,Nic Claxton,1629651,BKN,15,12.5,6-11,Center,210.8,C,False,False,False
11024,2019-20,Nickeil Alexander-Walker,1629638,NOP,47,12.6,6-5,Guard,195.6,G,True,False,False
11025,2019-20,Nicolas Batum,201587,CHA,22,23.0,,,,,False,True,False
11026,2019-20,Nicolo Melli,1629740,NOP,60,17.4,6-9,Forward,205.7,F,True,False,False
11027,2019-20,Nigel Williams-Goss,1628430,UTA,10,5.0,6-2,Guard,188.0,G,False,False,False
11028,2019-20,Nikola Jokić,203999,DEN,73,32.0,6-11,Center,210.8,C,True,True,True
11029,2019-20,Nikola Vučević,202696,ORL,62,32.2,,,,,True,True,True
11030,2019-20,Noah Vonleh,203943,DEN,36,10.5,6-10,Forward,208.3,F,False,False,False
11031,2019-20,Norman Powell,1626181,TOR,52,28.4,6-4,Guard,193.0,G,True,True,True
11032,2019-20,Norvel Pelle,203658,PHI,24,9.7,6-10,Center,208.3,C,False,False,False
11033,2019-20,OG Anunoby,1628384,TOR,69,29.9,6-7,Forward-Guard,200.7,G,True,True,True
11034,2019-20,Omari Spellman,1629016,MIN,49,18.1,6-8,Forward,203.2,F,True,False,False
11035,2019-20,Oshae Brissett,1629052,TOR,19,7.1,6-7,Forward-Guard,200.7,G,False,False,False
11036,2019-20,Otto Porter Jr.,203490,CHI,14,23.6,6-8,Forward,203.2,F,False,True,False
11037,2019-20,P.J. Tucker,200782,HOU,72,34.3,6-5,Forward,195.6,F,True,True,True
11038,2019-20,P.J. Washington,1629023,CHA,58,30.3,6-6,Forward,198.1,F,True,True,True
11039,2019-20,PJ Dozier,1628408,DEN,29,14.2,6-6,Guard-Forward,198.1,G,False,False,False
11040,2019-20,Pascal Siakam,1627783,TOR,60,35.2,6-8,Forward,203.2,F,True,True,True
11041,2019-20,Pat Connaughton,1626192,MIL,67,18.6,6-5,Guard,195.6,G,True,False,False
11042,2019-20,Patrick Beverley,201976,LAC,51,26.3,6-2,Guard,188.0,G,True,True,True
11043,2019-20,Patrick McCaw,1627775,TOR,37,24.5,6-7,Guard,200.7,G,False,True,False
11044,2019-20,Patrick Patterson,202335,LAC,59,13.2,6-8,Forward,203.2,F,True,False,False
11045,2019-20,Patty Mills,201988,SAS,66,22.5,6-2,Guard,188.0,G,True,True,True
11046,2019-20,Paul George,202331,LAC,48,29.6,6-8,Forward,203.2,F,True,True,True
11047,2019-20,Paul Millsap,200794,DEN,51,24.3,6-7,Forward,200.7,F,True,True,True
11048,2019-20,Paul Watson,1628778,TOR,10,8.7,6-6,Guard,198.1,G,False,False,False
11049,2019-20,Quinn Cook,1626188,LAL,44,11.5,6-1,Guard,185.4,G,True,False,False
11050,2019-20,Quinndary Weatherspoon,1629683,SAS,11,7.1,6-3,Guard,190.5,G,False,False,False
11051,2019-20,RJ Barrett,1629628,NYK,56,30.4,6-6,Forward-Guard,198.1,G,True,True,True
11052,2019-20,Rajon Rondo,200765,LAL,48,20.5,6-1,Guard,185.4,G,True,True,True
11053,2019-20,Raul Neto,203526,PHI,54,12.4,6-2,Guard,188.0,G,True,False,False
11054,2019-20,Rayjon Tucker,1629730,UTA,20,8.1,6-3,Guard,190.5,G,False,False,False
11055,2019-20,Reggie Bullock Jr.,203493,NYK,29,23.6,6-6,Guard-Forward,198.1,G,False,True,False
11056,2019-20,Reggie Jackson,202704,LAC,31,24.0,,,,,False,True,False
11057,2019-20,Richaun Holmes,1626158,SAC,44,28.2,6-9,Forward,205.7,F,True,True,True
11058,2019-20,Ricky Rubio,201937,PHX,65,31.0,,,,,True,True,True
11059,2019-20,Robert Covington,203496,HOU,70,30.5,6-7,Forward,200.7,F,True,True,True
11060,2019-20,Robert Williams III,1629057,BOS,29,13.4,6-9,Center-Forward,205.7,F,False,False,False
11061,2019-20,Robin Lopez,201577,MIL,66,14.5,,,,,True,False,False
11062,2019-20,Rodions Kurucs,1629066,BKN,47,14.5,6-9,Forward,205.7,F,True,False,False
11063,2019-20,Rodney Hood,203918,POR,21,29.5,6-8,Guard-Forward,203.2,G,False,True,False
11064,2019-20,Rodney McGruder,203585,LAC,56,15.6,6-4,Guard,193.0,G,True,False,False
11065,2019-20,Romeo Langford,1629641,BOS,32,11.6,6-5,Guard-Forward,195.6,G,False,False,False
11066,2019-20,Rondae Hollis-Jefferson,1626178,TOR,60,18.7,6-6,Forward,198.1,F,True,False,False
11067,2019-20,Royce O'Neale,1626220,UTA,71,28.9,6-6,Forward,198.1,F,True,True,True
11068,2019-20,Rudy Gay,200752,SAS,67,21.8,6-8,Forward-Guard,203.2,G,True,True,True
11069,2019-20,Rudy Gobert,203497,UTA,68,34.3,7-1,Center,215.9,C,True,True,True
11070,2019-20,Rui Hachimura,1629060,WAS,48,30.1,6-8,Forward,203.2,F,True,True,True
11071,2019-20,Russell Westbrook,201566,HOU,57,36.0,,,,,True,True,True
11072,2019-20,Ryan Anderson,201583,HOU,2,7.0,,,,,False,False,False
11073,2019-20,Ryan Arcidiacono,1627853,CHI,58,16.0,6-3,Guard,190.5,G,True,False,False
11074,2019-20,Ryan Broekhoff,1629151,PHI,17,10.6,6-6,Guard-Forward,198.1,G,False,False,False
11075,2019-20,Sekou Doumbouya,1629635,DET,38,19.8,6-9,Forward,205.7,F,False,False,False
11076,2019-20,Semi Ojeleye,1628400,BOS,69,14.6,6-6,Forward,198.1,F,True,False,False
11077,2019-20,Serge Ibaka,201586,TOR,55,27.0,6-11,Forward,210.8,F,True,True,True
11078,2019-20,Seth Curry,203552,DAL,64,24.6,6-1,Guard,185.4,G,True,True,True
11079,2019-20,Shabazz Napier,203894,WAS,56,24.0,6-0,Guard,182.9,G,True,True,True
11080,2019-20,Shai Gilgeous-Alexander,1628983,OKC,70,34.7,6-6,Guard,198.1,G,True,True,True
11081,2019-20,Shake Milton,1629003,PHI,40,20.1,6-5,Guard,195.6,G,False,True,False
