,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN
11756,2021-22,Brook Lopez,201572,MIL,13,23.0
11757,2021-22,Bruce Brown,1628971,BKN,72,24.6
11758,2021-22,Bruno Fernando,1628981,HOU,30,5.1
11759,2021-22,Bryn Forbes,1627854,DEN,75,17.1
11760,2021-22,Buddy Hield,1627741,IND,81,30.8
11761,2021-22,CJ Elleby,1629604,POR,58,20.2
11762,2021-22,CJ McCollum,203468,NOP,62,34.6
11763,2021-22,CJ Miles,101139,BOS,1,2.0
11764,2021-22,Cade Cunningham,1630595,DET,64,32.6
11765,2021-22,Caleb Martin,1628997,MIA,60,22.9
11766,2021-22,Cam Reddish,1629629,NYK,49,20.7
11767,2021-22,Cam Thomas,1630560,BKN,67,17.6
11768,2021-22,Cameron Johnson,1629661,PHX,66,26.2
11769,2021-22,Cameron McGriff,1630787,POR,3,15.3
11770,2021-22,Cameron Oliver,1628419,ATL,2,21.7
11771,2021-22,Cameron Payne,1626166,PHX,58,22.0
11772,2021-22,Caris LeVert,1627747,CLE,58,30.7
11773,2021-22,Carlik Jones,1630637,DEN,5,4.7
11774,2021-22,Carmelo Anthony,2546,LAL,69,26.0
11775,2021-22,Carsen Edwards,1629035,DET,4,19.8
11776,2021-22,Cassius Stanley,1630199,DET,9,17.2
11777,2021-22,Cassius Winston,1630216,WAS,7,5.6
11778,2021-22,Cat Barber,1627760,ATL,3,4.3
11779,2021-22,Cedi Osman,1626224,CLE,66,22.1
11780,2021-22,Chandler Hutchison,1628990,PHX,6,3.7
11781,2021-22,Charles Bassey,1629646,PHI,23,7.3
11782,2021-22,Charlie Brown Jr.,1629718,PHI,22,8.1
11783,2021-22,Chaundee Brown Jr.,1630602,ATL,5,20.7
11784,2021-22,Cheick Diallo,1627767,DET,3,10.2
11785,2021-22,Chimezie Metu,1629002,SAC,60,21.3
11786,2021-22,Chris Boucher,1628449,TOR,80,21.1
11787,2021-22,Chris Chiozza,1629185,GSW,34,10.9
11788,2021-22,Chris Duarte,1630537,IND,55,28.0
11789,2021-22,Chris Paul,101108,PHX,65,32.9
11790,2021-22,Chris Silva,1629735,MIA,10,9.1
11791,2021-22,Christian Wood,1626174,HOU,68,30.8
11792,2021-22,Chuma Okeke,1629643,ORL,70,25.0
11793,2021-22,Clint Capela,203991,ATL,74,27.6
11794,2021-22,Coby White,1629632,CHI,61,27.5
11795,2021-22,Cody Martin,1628998,CHA,71,26.3
11796,2021-22,Cody Zeller,203469,POR,27,13.1
11797,2021-22,Cole Anthony,1630175,ORL,65,31.7
11798,2021-22,Collin Sexton,1629012,CLE,11,28.8
11799,2021-22,Corey Kispert,1630557,WAS,77,23.4
11800,2021-22,Cory Joseph,202709,DET,65,24.6
11801,2021-22,Craig Sword,1628591,WAS,3,6.3
11802,2021-22,D'Angelo Russell,1626156,MIN,65,31.9
11803,2021-22,D.J. Augustin,201571,LAL,55,16.1
11804,2021-22,D.J. Wilson,1628391,TOR,4,13.5
11805,2021-22,DaQuan Jeffries,1629610,MEM,3,2.9
11806,2021-22,Daishen Nix,1630227,HOU,24,10.9
11807,2021-22,Dakota Mathias,1629751,MEM,6,2.7
11808,2021-22,Dalano Banton,1630625,TOR,64,10.9
11809,2021-22,Damian Jones,1627745,SAC,56,18.2
11810,2021-22,Damian Lillard,203081,POR,29,36.4
11811,2021-22,Damion Lee,1627814,GSW,63,19.9
11812,2021-22,Damyean Dotson,1628422,NYK,2,10.3
11813,2021-22,Daniel Gafford,1629655,WAS,72,20.1
11814,2021-22,Daniel Oturu,1630187,TOR,3,9.1
11815,2021-22,Daniel Theis,1628464,BOS,47,20.8
11816,2021-22,Danilo Gallinari,201568,ATL,66,25.3
11817,2021-22,Danny Green,201980,PHI,62,21.8
11818,2021-22,Danuel House Jr.,1627863,UTA,42,17.3
11819,2021-22,Darius Bazley,1629647,OKC,69,27.9
11820,2021-22,Darius Garland,1629636,CLE,68,35.7
11821,2021-22,Darren Collison,201954,LAL,3,12.4
11822,2021-22,David Duke Jr.,1630561,BKN,22,15.5
11823,2021-22,David Johnson,1630525,TOR,2,1.0
11824,2021-22,David Nwaba,1628021,HOU,46,13.2
11825,2021-22,Davion Mitchell,1630558,SAC,75,27.7
11826,2021-22,Davon Reed,1628432,DEN,48,13.9
11827,2021-22,Day'Ron Sharpe,1630549,BKN,32,12.2
11828,2021-22,De'Aaron Fox,1628368,SAC,59,35.3
11829,2021-22,De'Andre Hunter,1629631,ATL,53,29.8
11830,2021-22,De'Anthony Melton,1629001,MEM,73,22.7
11831,2021-22,DeAndre Jordan,201599,PHI,48,13.0
11832,2021-22,DeAndre' Bembry,1627761,MIL,56,18.3
11833,2021-22,DeJon Jarreau,1630610,IND,1,0.9
11834,2021-22,DeMar DeRozan,201942,CHI,76,36.1
11835,2021-22,DeMarcus Cousins,202326,DEN,48,14.9
11836,2021-22,Dean Wade,1629731,CLE,51,19.2
11837,2021-22,Deandre Ayton,1629028,PHX,58,29.5
11838,2021-22,Deividas Sirvydis,1629686,DET,3,8.9
11839,2021-22,Dejounte Murray,1627749,SAS,68,34.8
11840,2021-22,Delon Wright,1626153,ATL,77,18.9
11841,2021-22,Deni Avdija,1630166,WAS,82,24.2
11842,2021-22,Dennis Schröder,203471,HOU,64,28.7
11843,2021-22,Dennis Smith Jr.,1628372,POR,37,17.3
11844,2021-22,Denzel Valentine,1627756,UTA,24,9.2
11845,2021-22,Derrick Favors,202324,OKC,39,16.7
11846,2021-22,Derrick Jones Jr.,1627884,CHI,51,17.6
11847,2021-22,Derrick Rose,201565,NYK,26,24.5
11848,2021-22,Derrick Walton Jr.,1628476,DET,3,36.1
11849,2021-22,Derrick White,1628401,BOS,75,29.3
11850,2021-22,Desmond Bane,1630217,MEM,76,29.8
11851,2021-22,Devin Booker,1626164,PHX,68,34.5
11852,2021-22,Devin Cannady,1629962,ORL,5,28.9
11853,2021-22,Devin Vassell,1630170,SAS,71,27.3
11854,2021-22,Devon Dotson,1629653,CHI,11,7.7
11855,2021-22,Devontae Cacok,1629719,SAS,15,8.1
11856,2021-22,Devonte' Graham,1628984,NOP,76,28.4
11857,2021-22,Dewayne Dedmon,203473,MIA,67,15.9
11858,2021-22,Didi Louzada,1629712,POR,9,14.4
11859,2021-22,Dillon Brooks,1628415,MEM,32,27.7
11860,2021-22,Domantas Sabonis,1627734,SAC,62,34.4
11861,2021-22,Donovan Mitchell,1628378,UTA,67,33.8
11862,2021-22,Donte DiVincenzo,1628978,SAC,42,23.9
11863,2021-22,Dorian Finney-Smith,1627827,DAL,80,33.0
11864,2021-22,Doug McDermott,203926,SAS,51,24.0
11865,2021-22,Draymond Green,203110,GSW,46,28.9
11866,2021-22,Drew Eubanks,1629234,POR,71,17.5
11867,2021-22,Duane Washington Jr.,1630613,IND,48,20.2
11868,2021-22,Duncan Robinson,1629130,MIA,79,25.9
11869,2021-22,Dwight Howard,2730,LAL,60,16.2
11870,2021-22,Dwight Powell,203939,DAL,82,21.9
11871,2021-22,Dylan Windler,1629685,CLE,50,9.2
11872,2021-22,Dāvis Bertāns,202722,DAL,56,14.4
11873,2021-22,Ed Davis,202334,CLE,31,6.5
11874,2021-22,Elfrid Payton,203901,PHX,50,11.0
11875,2021-22,Elijah Hughes,1630190,POR,36,12.1
11876,2021-22,Emanuel Terry,1629150,PHX,3,6.1
11877,2021-22,Emmanuel Mudiay,1626144,SAC,2,5.5
11878,2021-22,Enes Freedom,202683,BOS,35,11.8
11879,2021-22,Eric Bledsoe,202339,POR,54,25.2
11880,2021-22,Eric Gordon,201569,HOU,57,29.3
11881,2021-22,Eric Paschall,1629672,UTA,58,12.7
11882,2021-22,Eugene Omoruyi,1630647,DAL,4,4.5
11883,2021-22,Evan Fournier,203095,NYK,80,29.5
11884,2021-22,Evan Mobley,1630596,CLE,69,33.8
11885,2021-22,Facundo Campazzo,1630267,DEN,65,18.2
11886,2021-22,Feron Hunt,1630624,NYK,2,4.2
11887,2021-22,Frank Jackson,1628402,DET,53,22.0
11888,2021-22,Frank Kaminsky,1626163,PHX,9,20.1
11889,2021-22,Frank Ntilikina,1628373,DAL,58,11.8
11890,2021-22,Franz Wagner,1630532,ORL,79,30.7
11891,2021-22,Fred VanVleet,1627832,TOR,65,37.9
11892,2021-22,Freddie Gillespie,1630273,ORL,9,13.2
11893,2021-22,Furkan Korkmaz,1627788,PHI,67,21.1
11894,2021-22,Gabe Vincent,1629216,MIA,68,23.4
11895,2021-22,Gabe York,1628221,IND,2,10.7
11896,2021-22,Gabriel Deck,1630466,OKC,7,7.9
11897,2021-22,Gabriel Lundberg,1630994,PHX,4,11.1
11898,2021-22,Garrett Temple,202066,NOP,59,18.6
11899,2021-22,Garrison Mathews,1629726,HOU,65,26.3
11900,2021-22,Gary Clark,1629109,NOP,38,10.0
11901,2021-22,Gary Harris,203914,ORL,61,28.4
11902,2021-22,Gary Payton II,1627780,GSW,71,17.6
11903,2021-22,Gary Trent Jr.,1629018,TOR,70,35.0
11904,2021-22,George Hill,201588,MIL,54,23.2
11905,2021-22,George King,1628994,DAL,4,4.8
11906,2021-22,Georges Niang,1627777,PHI,76,22.8
11907,2021-22,Georgios Kalaitzakis,1630686,OKC,13,16.4
11908,2021-22,Giannis Antetokounmpo,203507,MIL,67,32.9
11909,2021-22,Goga Bitadze,1629048,IND,50,14.6
11910,2021-22,Goran Dragic,201609,BKN,21,23.7
11911,2021-22,Gordon Hayward,202330,CHA,49,31.9
11912,2021-22,Gorgui Dieng,203476,ATL,44,8.4
11913,2021-22,Grant Williams,1629684,BOS,77,24.4
11914,2021-22,Grayson Allen,1628960,MIL,66,27.3
11915,2021-22,Greg Brown III,1630535,POR,48,13.3
11916,2021-22,Greg Monroe,202328,MIN,14,13.9
11917,2021-22,Hamidou Diallo,1628977,DET,58,21.9
11918,2021-22,Harrison Barnes,203084,SAC,77,33.6
11919,2021-22,Hassan Whiteside,202355,UTA,65,17.9
11920,2021-22,Hassani Gravett,1629755,ORL,8,21.4
11921,2021-22,Haywood Highsmith,1629312,MIA,19,8.6
11922,2021-22,Herbert Jones,1630529,NOP,78,29.9
11923,2021-22,Ignas Brazdeikis,1629649,ORL,42,12.8
11924,2021-22,Immanuel Quickley,1630193,NYK,78,23.1
11925,2021-22,Isaac Bonga,1629067,TOR,15,4.6
11926,2021-22,Isaac Okoro,1630171,CLE,67,29.6
11927,2021-22,Isaiah Hartenstein,1628392,LAC,68,17.9
11928,2021-22,Isaiah Jackson,1630543,IND,36,15.0
11929,2021-22,Isaiah Joe,1630198,PHI,55,11.1
11930,2021-22,Isaiah Livers,1630587,DET,19,20.2
11931,2021-22,Isaiah Roby,1629676,OKC,45,21.1
11932,2021-22,Isaiah Stewart,1630191,DET,71,25.6
11933,2021-22,Isaiah Thomas,202738,CHA,22,15.2
11934,2021-22,Isaiah Todd,1630225,WAS,12,6.2
11935,2021-22,Ish Smith,202397,WAS,65,17.3
11936,2021-22,Ish Wainright,1630688,PHX,45,8.0
11937,2021-22,Ivica Zubac,1627826,LAC,76,24.4
11938,2021-22,JT Thor,1630550,CHA,33,7.9
11939,2021-22,Ja Morant,1629630,MEM,57,33.1
11940,2021-22,JaMychal Green,203210,DEN,67,16.2
11941,2021-22,JaQuori McLaughlin,1630605,DAL,4,2.7
11942,2021-22,JaVale McGee,201580,PHX,74,15.8
11943,2021-22,Jabari Parker,203953,BOS,12,9.4
11944,2021-22,Jaden McDaniels,1630183,MIN,70,25.8
11945,2021-22,Jaden Springer,1630531,PHI,2,2.8
11946,2021-22,Jae Crowder,203109,PHX,67,28.1
11947,2021-22,Jae'Sean Tate,1630256,HOU,78,26.4
11948,2021-22,Jahmi'us Ramsey,1630186,SAC,19,7.0
11949,2021-22,Jaime Echenique,1630693,WAS,1,3.1
11950,2021-22,Jake Layman,1627774,MIN,34,6.8
11951,2021-22,Jakob Poeltl,1627751,SAS,68,29.0
11952,2021-22,Jalen Brunson,1628973,DAL,79,31.9
11953,2021-22,Jalen Green,1630224,HOU,67,31.9
11954,2021-22,Jalen Johnson,1630552,ATL,22,5.5
11955,2021-22,Jalen McDaniels,1629667,CHA,55,16.3
11956,2021-22,Jalen Smith,1630188,IND,51,18.1
11957,2021-22,Jalen Suggs,1630591,ORL,48,27.2
11958,2021-22,James Bouknight,1630547,CHA,31,9.8
11959,2021-22,James Ennis III,203516,DEN,7,7.9
11960,2021-22,James Harden,201935,PHI,65,37.2
11961,2021-22,James Johnson,201949,BKN,62,19.2
11962,2021-22,Jamorko Pickett,1630691,DET,13,13.6
11963,2021-22,Jared Butler,1630215,UTA,42,8.6
11964,2021-22,Jared Harper,1629607,NOP,5,8.6
11965,2021-22,Jaren Jackson Jr.,1628991,MEM,78,27.3
11966,2021-22,Jarred Vanderbilt,1629020,MIN,74,25.4
11967,2021-22,Jarrett Allen,1628386,CLE,56,32.3
11968,2021-22,Jarrett Culver,1629633,MEM,37,9.1
11969,2021-22,Jarron Cumberland,1629600,POR,3,4.1
11970,2021-22,Javin DeLaurier,1629602,MIL,1,2.8
11971,2021-22,Javonte Green,1629750,CHI,65,23.4
11972,2021-22,Javonte Smart,1630606,MIA,17,11.8
11973,2021-22,Jaxson Hayes,1629637,NOP,70,20.0
11974,2021-22,Jay Huff,1630643,LAL,4,5.1
11975,2021-22,Jay Scrubb,1630206,LAC,18,6.7
11976,2021-22,Jaylen Brown,1627759,BOS,66,33.6
11977,2021-22,Jaylen Hoard,1629658,OKC,7,34.2
11978,2021-22,Jaylen Morris,1628537,SAS,3,5.3
11979,2021-22,Jaylen Nowell,1629669,MIN,62,15.7
11980,2021-22,Jaysean Paige,1629873,DET,1,6.6
11981,2021-22,Jayson Tatum,1628369,BOS,76,35.9
11982,2021-22,Jeff Dowtin Jr.,1630288,ORL,9,12.0
11983,2021-22,Jeff Green,201145,DEN,75,24.7
11984,2021-22,Jemerrio Jones,1629203,LAL,2,7.4
11985,2021-22,Jerami Grant,203924,DET,47,31.9
11986,2021-22,Jeremiah Robinson-Earl,1630526,OKC,49,22.2
11987,2021-22,Jeremy Lamb,203087,SAC,56,16.7
11988,2021-22,Jericho Sims,1630579,NYK,41,13.5
11989,2021-22,Jevon Carter,1628975,MIL,66,13.7
11990,2021-22,Jimmy Butler III,202710,MIA,57,33.9
11991,2021-22,Jock Landale,1629111,SAS,54,10.9
11992,2021-22,Joe Harris,203925,BKN,14,30.2
11993,2021-22,Joe Ingles,204060,POR,45,24.9
11994,2021-22,Joe Johnson,2207,BOS,1,2.0
11995,2021-22,Joe Wieskamp,1630580,SAS,29,7.1
11996,2021-22,Joel Ayayi,1630555,WAS,7,2.9
11997,2021-22,Joel Embiid,203954,PHI,68,33.8
11998,2021-22,John Collins,1628381,ATL,54,30.8
11999,2021-22,John Konchar,1629723,MEM,72,17.9
12000,2021-22,Jon Teske,1630257,MEM,3,2.6
12001,2021-22,Jonas Valančiūnas,202685,NOP,74,30.3
12002,2021-22,Jonathan Kuminga,1630228,GSW,70,16.9
12003,2021-22,Jordan Bell,1628395,CHI,1,2.0
12004,2021-22,Jordan Clarkson,203903,UTA,79,27.1
12005,2021-22,Jordan Goodwin,1630692,WAS,2,3.0
12006,2021-22,Jordan McLaughlin,1629162,MIN,62,14.5
12007,2021-22,Jordan Nwora,1629670,MIL,62,19.1
12008,2021-22,Jordan Poole,1629673,GSW,76,30.0
12009,2021-22,Jordan Schakel,1630648,WAS,4,7.6
12010,2021-22,Jose Alvarado,1630631,NOP,54,15.4
12011,2021-22,Josh Christopher,1630528,HOU,74,18.0
12012,2021-22,Josh Giddey,1630581,OKC,54,31.5
12013,2021-22,Josh Green,1630182,DAL,67,15.5
12014,2021-22,Josh Hart,1628404,POR,54,33.2
12015,2021-22,Josh Jackson,1628367,SAC,51,16.3
12016,2021-22,Josh Okogie,1629006,MIN,49,10.5
12017,2021-22,Josh Richardson,1626196,SAS,65,24.6
12018,2021-22,Joshua Primo,1630563,SAS,50,19.3
12019,2021-22,Jrue Holiday,201950,MIL,67,32.9
12020,2021-22,Juan Toscano-Anderson,1629308,GSW,73,13.6
12021,2021-22,Juancho Hernangomez,1627823,UTA,40,11.1
12022,2021-22,Julius Randle,203944,NYK,72,35.3
12023,2021-22,Justin Anderson,1626147,IND,16,19.7
12024,2021-22,Justin Champagnie,1630551,TOR,36,7.8
12025,2021-22,Justin Holiday,203200,SAC,74,27.8
12026,2021-22,Justin Jackson,1628382,PHX,7,5.2
12027,2021-22,Justin Robinson,1629620,DET,25,12.1
12028,2021-22,Justise Winslow,1626159,POR,48,16.1
12029,2021-22,Jusuf Nurkić,203994,POR,56,28.2
12030,2021-22,Juwan Morgan,1629752,BOS,2,15.5
12031,2021-22,KJ Martin,1630231,HOU,79,21.0
12032,2021-22,KZ Okpala,1629644,MIA,21,11.6
12033,2021-22,Kai Jones,1630539,CHA,21,3.0
12034,2021-22,Karl-Anthony Towns,1626157,MIN,74,33.5
12035,2021-22,Keifer Sykes,1626208,IND,32,17.7
12036,2021-22,Keita Bates-Diop,1628966,SAS,59,16.2
12037,2021-22,Kelan Martin,1629103,BOS,30,15.0
12038,2021-22,Keldon Johnson,1629640,SAS,75,31.9
12039,2021-22,Keljin Blevins,1629833,POR,31,11.3
12040,2021-22,Kelly Olynyk,203482,DET,40,19.1
12041,2021-22,Kelly Oubre Jr.,1626162,CHA,76,26.3
12042,2021-22,Kemba Walker,202689,NYK,37,25.6
12043,2021-22,Kenrich Williams,1629026,OKC,49,21.9
12044,2021-22,Kent Bazemore,203145,LAL,39,14.0
12045,2021-22,Kentavious Caldwell-Pope,203484,WAS,77,30.2
12046,2021-22,Keon Johnson,1630553,POR,37,18.8
12047,2021-22,Kessler Edwards,1630556,BKN,48,20.6
12048,2021-22,Kevin Durant,201142,BKN,55,37.2
12049,2021-22,Kevin Huerter,1628989,ATL,74,29.6
12050,2021-22,Kevin Knox II,1628995,ATL,30,7.4
12051,2021-22,Kevin Love,201567,CLE,74,22.5
12052,2021-22,Kevin Pangos,1630698,CLE,24,6.9
12053,2021-22,Kevin Porter Jr.,1629645,HOU,61,31.3
12054,2021-22,Kevon Looney,1626172,GSW,82,21.1
12055,2021-22,Khem Birch,203920,TOR,55,18.0
12056,2021-22,Khris Middleton,203114,MIL,66,32.4
12057,2021-22,Killian Hayes,1630165,DET,66,25.0
12058,2021-22,Killian Tillie,1629681,MEM,36,12.8
12059,2021-22,Kira Lewis Jr.,1630184,NOP,24,14.2
12060,2021-22,Klay Thompson,202691,GSW,32,29.4
12061,2021-22,Kris Dunn,1627739,POR,14,24.0
12062,2021-22,Kristaps Porziņģis,204001,WAS,51,29.0
12063,2021-22,Kyle Anderson,203937,MEM,69,21.5
12064,2021-22,Kyle Guy,1629657,MIA,19,9.8
12065,2021-22,Kyle Kuzma,1628398,WAS,66,33.4
12066,2021-22,Kyle Lowry,200768,MIA,63,33.9
12067,2021-22,Kyrie Irving,202681,BKN,29,37.6
12068,2021-22,LaMarcus Aldridge,200746,BKN,47,22.3
12069,2021-22,LaMelo Ball,1630163,CHA,75,32.3
12070,2021-22,Lamar Stevens,1630205,CLE,63,16.1
12071,2021-22,Lance Stephenson,202362,IND,46,17.7
12072,2021-22,Landry Shamet,1629013,PHX,69,20.8
12073,2021-22,Langston Galloway,204038,MIL,7,15.2
12074,2021-22,Larry Nance Jr.,1626204,NOP,46,22.6
12075,2021-22,Lauri Markkanen,1628374,CLE,61,30.8
12076,2021-22,LeBron James,2544,LAL,56,37.2
12077,2021-22,Leandro Bolmaro,1630195,MIN,35,6.9
12078,2021-22,Lindell Wigginton,1629623,MIL,19,10.5
12079,2021-22,Lindy Waters III,1630322,OKC,25,18.6
12080,2021-22,Lonnie Walker IV,1629022,SAS,70,23.0
12081,2021-22,Lonzo Ball,1628366,CHI,35,34.6
12082,2021-22,Lou Williams,101150,ATL,56,14.3
12083,2021-22,Louis King,1629663,SAC,10,10.4
12084,2021-22,Luguentz Dort,1629652,OKC,51,32.7
12085,2021-22,Luka Dončić,1629029,DAL,65,35.4
12086,2021-22,Luka Garza,1630568,DET,32,12.2
12087,2021-22,Luke Kennard,1628379,LAC,70,27.4
12088,2021-22,Luke Kornet,1628436,BOS,15,6.9
12089,2021-22,MJ Walker,1630640,PHX,2,4.2
12090,2021-22,Mac McClung,1630644,LAL,2,12.2
12091,2021-22,Malachi Flynn,1630201,TOR,44,12.2
12092,2021-22,Malcolm Brogdon,1627763,IND,36,33.5
12093,2021-22,Malcolm Hill,1630792,CHI,19,11.2
12094,2021-22,Malik Beasley,1627736,MIN,79,25.0
12095,2021-22,Malik Fitts,1630238,BOS,15,4.2
12096,2021-22,Malik Monk,1628370,LAL,76,28.1
12097,2021-22,Malik Newman,1629005,CLE,1,7.7
12098,2021-22,Mamadi Diakite,1629603,OKC,13,14.4
12099,2021-22,Marcus Garrett,1630585,MIA,12,10.7
12100,2021-22,Marcus Morris Sr.,202694,LAC,54,29.0
12101,2021-22,Marcus Smart,203935,BOS,71,32.3
12102,2021-22,Markelle Fultz,1628365,ORL,18,20.0
12103,2021-22,Markieff Morris,202693,MIA,17,17.5
12104,2021-22,Marko Simonovic,1630250,CHI,9,3.9
12105,2021-22,Markus Howard,1630210,DEN,31,5.7
12106,2021-22,Marquese Chriss,1627737,DAL,34,10.2
12107,2021-22,Marvin Bagley III,1628963,DET,48,23.9
12108,2021-22,Mason Jones,1630222,LAL,4,12.6
12109,2021-22,Mason Plumlee,203486,CHA,73,24.6
12110,2021-22,Matisse Thybulle,1629680,PHI,66,25.5
12111,2021-22,Matt Mooney,1629760,NYK,1,1.9
12112,2021-22,Matt Ryan,1630346,BOS,1,5.3
12113,2021-22,Matt Thomas,1629744,CHI,40,11.5
12114,2021-22,Maurice Harkless,203090,SAC,47,18.4
12115,2021-22,Max Strus,1629622,MIA,68,23.3
12116,2021-22,Maxi Kleber,1628467,DAL,59,24.6
12117,2021-22,McKinley Wright IV,1630593,MIN,5,3.8
12118,2021-22,Melvin Frazier Jr.,1628982,OKC,3,39.9
12119,2021-22,Micah Potter,1630695,DET,3,10.3
12120,2021-22,Michael Porter Jr.,1629008,DEN,9,29.4
12121,2021-22,Mikal Bridges,1628969,PHX,82,34.8
12122,2021-22,Mike Conley,201144,UTA,72,28.6
12123,2021-22,Mike Muscala,203488,OKC,43,13.8
12124,2021-22,Miles Bridges,1628970,CHA,80,35.5
12125,2021-22,Miles McBride,1630540,NYK,40,9.3
12126,2021-22,Mitchell Robinson,1629011,NYK,72,25.7
12127,2021-22,Miye Oni,1629671,UTA,16,2.8
12128,2021-22,Mo Bamba,1628964,ORL,71,25.7
12129,2021-22,Montrezl Harrell,1626149,CHA,71,23.1
12130,2021-22,Monté Morris,1628420,DEN,75,29.9
12131,2021-22,Moritz Wagner,1629021,ORL,63,15.2
12132,2021-22,Moses Brown,1629650,CLE,40,8.6
12133,2021-22,Moses Moody,1630541,GSW,52,11.7
12134,2021-22,Moses Wright,1630589,DAL,4,3.7
12135,2021-22,Mychal Mulder,1628539,MIA,17,14.1
12136,2021-22,Myles Powell,1629619,PHI,11,4.7
12137,2021-22,Myles Turner,1626167,IND,42,29.4
12138,2021-22,Naji Marshall,1630230,NOP,55,13.4
12139,2021-22,Nassir Little,1629642,POR,42,25.9
12140,2021-22,Nate Hinton,1630207,IND,2,1.2
12141,2021-22,Nathan Knight,1630233,MIN,37,7.2
12142,2021-22,Naz Reid,1629675,MIN,77,15.8
12143,2021-22,Neemias Queta,1629674,SAC,15,8.0
12144,2021-22,Nemanja Bjelica,202357,GSW,71,16.1
12145,2021-22,Nerlens Noel,203457,NYK,25,22.5
12146,2021-22,Nic Claxton,1629651,BKN,47,20.7
12147,2021-22,Nick Richards,1630208,CHA,50,7.3
12148,2021-22,Nickeil Alexander-Walker,1629638,UTA,65,22.6
12149,2021-22,Nicolas Batum,201587,LAC,59,24.8
12150,2021-22,Nik Stauskas,203917,BOS,8,4.8
12151,2021-22,Nikola Jokić,203999,DEN,74,33.5
12152,2021-22,Nikola Vučević,202696,CHI,73,33.1
12153,2021-22,Norman Powell,1626181,LAC,45,32.4
12154,2021-22,Norvel Pelle,203658,UTA,3,6.3
12155,2021-22,OG Anunoby,1628384,TOR,48,36.0
12156,2021-22,Obi Toppin,1630167,NYK,72,17.1
12157,2021-22,Olivier Sarr,1630846,OKC,22,19.1
12158,2021-22,Omer Yurtseven,1630209,MIA,56,12.6
12159,2021-22,Onyeka Okongwu,1630168,ATL,48,20.7
12160,2021-22,Oshae Brissett,1629052,IND,67,23.3
12161,2021-22,Otto Porter Jr.,203490,GSW,63,22.2
12162,2021-22,P.J. Tucker,200782,MIA,71,27.9
12163,2021-22,P.J. Washington,1629023,CHA,65,27.2
12164,2021-22,PJ Dozier,1628408,DEN,18,18.9
12165,2021-22,Paris Bass,1628238,PHX,2,3.7
12166,2021-22,Pascal Siakam,1627783,TOR,68,37.9
12167,2021-22,Pat Connaughton,1626192,MIL,65,26.0
12168,2021-22,Patrick Beverley,201976,MIN,58,25.4
12169,2021-22,Patrick Williams,1630172,CHI,17,24.8
12170,2021-22,Patty Mills,201988,BKN,81,29.0
12171,2021-22,Paul George,202331,LAC,31,34.8
12172,2021-22,Paul Millsap,200794,PHI,33,11.4
12173,2021-22,Paul Reed,1630194,PHI,38,8.0
12174,2021-22,Paul Watson,1628778,OKC,9,17.4
12175,2021-22,Payton Pritchard,1630202,BOS,71,14.1
12176,2021-22,Petr Cornelie,1627822,DEN,13,2.9
12177,2021-22,Precious Achiuwa,1630173,TOR,73,23.6
12178,2021-22,Quentin Grimes,1629656,NYK,46,17.1
12179,2021-22,Quinndary Weatherspoon,1629683,GSW,11,6.7
12180,2021-22,R.J. Hampton,1630181,ORL,64,21.9
12181,2021-22,RJ Barrett,1629628,NYK,70,34.5
12182,2021-22,Rajon Rondo,200765,CLE,39,17.9
12183,2021-22,Raul Neto,203526,WAS,70,19.6
12184,2021-22,Rayjon Tucker,1629730,MIL,5,14.2
12185,2021-22,Reggie Bullock Jr.,203493,DAL,68,28.0
12186,2021-22,Reggie Jackson,202704,LAC,75,31.2
12187,2021-22,Reggie Perry,1629617,POR,10,18.7
12188,2021-22,Richaun Holmes,1626158,SAC,45,23.9
12189,2021-22,Ricky Rubio,201937,IND,34,28.5
12190,2021-22,Rob Edwards,1630306,OKC,2,5.4
12191,2021-22,Robert Covington,203496,LAC,71,27.3
12192,2021-22,Robert Williams III,1629057,BOS,61,29.6
12193,2021-22,Robert Woodard II,1630218,SAS,12,3.5
12194,2021-22,Robin Lopez,201577,ORL,36,17.0
12195,2021-22,Rodney Hood,203918,LAC,52,13.6
12196,2021-22,Rodney McGruder,203585,DET,51,14.8
12197,2021-22,Romeo Langford,1629641,SAS,48,16.1
12198,2021-22,Royce O'Neale,1626220,UTA,77,31.2
12199,2021-22,Ruben Nembhard Jr.,1630612,CLE,14,4.5
12200,2021-22,Rudy Gay,200752,UTA,55,18.9
12201,2021-22,Rudy Gobert,203497,UTA,66,32.1
12202,2021-22,Rui Hachimura,1629060,WAS,42,22.5
12203,2021-22,Russell Westbrook,201566,LAL,78,34.3
12204,2021-22,Ryan Arcidiacono,1627853,NYK,10,7.6
12205,2021-22,Saben Lee,1630240,DET,37,16.3
12206,2021-22,Saddiq Bey,1630180,DET,82,33.0
12207,2021-22,Sam Dekker,1626155,TOR,1,0.9
12208,2021-22,Sam Hauser,1630573,BOS,26,6.1
12209,2021-22,Sam Merrill,1630241,MEM,6,9.6
12210,2021-22,Sandro Mamukelashvili,1630572,MIL,41,9.9
12211,2021-22,Santi Aldama,1630583,MEM,32,11.2
12212,2021-22,Scottie Barnes,1630567,TOR,74,35.4
12213,2021-22,Scottie Lewis,1630575,CHA,2,3.3
