,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN
3345,2003-04,Matt Carroll,2679,SAS,16,4.1
3346,2003-04,Matt Harpring,1723,UTA,31,36.5
3347,2003-04,Maurice Carter,2466,NOH,10,10.9
3348,2003-04,Maurice Taylor,1508,HOU,75,27.7
3349,2003-04,Mehmet Okur,2246,DET,71,22.4
3350,2003-04,Melvin Ely,2408,LAC,42,12.1
3351,2003-04,Mengke Bateer,2370,TOR,7,5.6
3352,2003-04,Metta World Peace,1897,IND,73,37.2
3353,2003-04,Michael Bradley,2214,ATL,16,6.1
3354,2003-04,Michael Curry,688,TOR,70,17.5
3355,2003-04,Michael Doleac,1720,DEN,72,14.2
3356,2003-04,Michael Finley,714,DAL,72,38.6
3357,2003-04,Michael Olowokandi,1709,MIN,43,21.5
3358,2003-04,Michael Redd,2072,MIL,82,36.8
3359,2003-04,Michael Ruffin,1913,UTA,41,17.8
3360,2003-04,Michael Stewart,1565,BOS,25,5.9
3361,2003-04,Michael Sweetney,2552,NYK,42,11.8
3362,2003-04,Mickael Pietrus,2554,GSW,53,14.2
3363,2003-04,Mike Bibby,1710,SAC,82,36.4
3364,2003-04,Mike Dunleavy,2399,GSW,75,31.2
3365,2003-04,Mike James,2229,DET,81,27.1
3366,2003-04,Mike Miller,2034,MEM,65,27.1
3367,2003-04,Mike Wilks,2366,HOU,26,5.4
3368,2003-04,Mikki Moore,1630,UTA,32,12.3
3369,2003-04,Milt Palacio,1960,TOR,59,20.5
3370,2003-04,Mitchell Butler,348,WAS,41,13.5
3371,2003-04,Mo Williams,2590,UTA,57,13.6
3372,2003-04,Moochie Norris,983,NYK,66,12.8
3373,2003-04,Morris Peterson,2050,TOR,82,26.1
3374,2003-04,Nazr Mohammed,1737,NYK,80,20.1
3375,2003-04,Ndudi Ebi,2569,MIN,17,1.9
3376,2003-04,Nene,2403,DEN,77,32.6
3377,2003-04,Nick Van Exel,89,GSW,39,32.2
3378,2003-04,Nikoloz Tskitishvili,2401,DEN,39,7.8
3379,2003-04,Olden Polynice,178,LAC,2,5.5
3380,2003-04,Oliver Miller,932,MIN,48,10.5
3381,2003-04,Omar Cook,2241,POR,17,8.1
3382,2003-04,Othella Harrington,970,NYK,56,15.6
3383,2003-04,P.J. Brown,136,NOH,80,34.5
3384,2003-04,Pat Garrity,1727,ORL,2,10.6
3385,2003-04,Pau Gasol,2200,MEM,78,31.4
3386,2003-04,Paul Grant,1514,UTA,10,9.6
3387,2003-04,Paul Pierce,1718,BOS,80,38.7
3388,2003-04,Paul Shirley,2321,CHI,7,12.0
3389,2003-04,Peja Stojakovic,978,SAC,81,40.4
3390,2003-04,Popeye Jones,461,GSW,5,2.0
3391,2003-04,Predrag Drobnjak,1542,LAC,61,15.6
3392,2003-04,Primoz Brezec,2056,IND,18,3.9
3393,2003-04,Quentin Richardson,2047,LAC,65,36.0
3394,2003-04,Quincy Lewis,1900,MIN,14,4.5
3395,2003-04,Qyntel Woods,2417,POR,62,10.7
3396,2003-04,Raef LaFrentz,1711,BOS,17,19.4
3397,2003-04,Rafer Alston,1747,MIA,82,31.5
3398,2003-04,Raja Bell,1952,UTA,82,24.6
3399,2003-04,Randy Livingston,988,LAC,4,12.1
3400,2003-04,Rashard Lewis,1740,SEA,80,36.7
3401,2003-04,Rasheed Wallace,739,DET,68,35.2
3402,2003-04,Rasho Nesterovic,1725,SAS,82,28.8
3403,2003-04,Rasual Butler,2446,MIA,45,15.0
3404,2003-04,Raul Lopez,2221,UTA,82,19.8
3405,2003-04,Ray Allen,951,SEA,56,38.5
3406,2003-04,Reece Gaines,2558,ORL,38,9.3
3407,2003-04,Reggie Evans,2501,SEA,75,17.1
3408,2003-04,Reggie Miller,397,IND,80,28.3
3409,2003-04,Richard Hamilton,1888,DET,78,35.7
3410,2003-04,Richard Jefferson,2210,NJN,82,38.2
3411,2003-04,Richie Frahm,2499,SEA,54,8.5
3412,2003-04,Rick Brunson,1594,CHI,40,10.2
3413,2003-04,Rick Fox,296,LAL,38,22.3
3414,2003-04,Ricky Davis,1729,BOS,79,31.3
3415,2003-04,Robert Archibald,2425,TOR,32,7.9
3416,2003-04,Robert Horry,109,SAS,81,15.9
3417,2003-04,Robert Pack,123,NJN,26,8.3
3418,2003-04,Robert Traylor,1714,NOH,71,13.2
3419,2003-04,Rod Strickland,393,TOR,61,19.7
3420,2003-04,Rodney Buford,1934,SAC,22,6.3
3421,2003-04,Rodney Rogers,915,NJN,69,20.5
3422,2003-04,Rodney White,2206,DEN,72,13.7
3423,2003-04,Roger Mason Jr.,2427,TOR,26,12.5
3424,2003-04,Ron Mercer,1500,SAS,39,13.3
3425,2003-04,Ronald Dupree,2648,CHI,47,19.2
3426,2003-04,Ruben Boumtje-Boumtje,2257,POR,9,2.8
3427,2003-04,Ruben Patterson,1739,POR,73,22.6
3428,2003-04,Rusty LaRue,1601,GSW,4,4.8
3429,2003-04,Ryan Bowen,1763,DEN,52,7.5
3430,2003-04,Ryan Humphrey,2415,MEM,2,5.8
3431,2003-04,Sam Cassell,208,MIN,81,35.2
3432,2003-04,Samaki Walker,955,MIA,33,12.6
3433,2003-04,Samuel Dalembert,2223,PHI,82,26.9
3434,2003-04,Sasha Pavlovic,2562,UTA,79,14.4
3435,2003-04,Scot Pollard,1513,IND,61,11.1
3436,2003-04,Scott Padgett,1909,HOU,58,9.5
3437,2003-04,Scott Williams,281,DAL,43,12.4
3438,2003-04,Scottie Pippen,937,CHI,23,17.9
3439,2003-04,Sean Lampley,2253,GSW,10,6.1
3440,2003-04,Sean Rooks,399,ORL,55,10.7
3441,2003-04,Shammond Williams,1742,NOH,53,14.4
3442,2003-04,Shandon Anderson,1000,NYK,80,24.6
3443,2003-04,Shane Battier,2203,MEM,79,24.7
3444,2003-04,Shane Heal,1049,SAS,6,11.5
3445,2003-04,Shaquille O'Neal,406,LAL,67,36.8
3446,2003-04,Shareef Abdur-Rahim,949,POR,85,31.7
3447,2003-04,Shawn Bradley,762,DAL,66,11.6
3448,2003-04,Shawn Marion,1890,PHX,79,40.6
3449,2003-04,Slava Medvedenko,2098,LAL,68,21.3
3450,2003-04,Slavko Vranes,2582,POR,1,2.8
3451,2003-04,Speedy Claxton,2049,GSW,60,26.6
3452,2003-04,Stacey Augmon,278,NOH,69,20.6
3453,2003-04,Stephen Jackson,1536,ATL,80,36.8
3454,2003-04,Stephon Marbury,950,NYK,81,40.2
3455,2003-04,Steve Blake,2581,WAS,75,18.5
3456,2003-04,Steve Francis,1883,HOU,79,40.5
3457,2003-04,Steve Nash,959,DAL,78,33.5
3458,2003-04,Steven Hunter,2212,ORL,59,13.4
3459,2003-04,Steven Smith,120,NOH,71,13.0
3460,2003-04,Stromile Swift,2031,MEM,77,19.9
3461,2003-04,T.J. Ford,2551,MIL,55,27.0
3462,2003-04,Tamar Slay,2447,NJN,22,7.2
3463,2003-04,Tayshaun Prince,2419,DET,82,32.9
3464,2003-04,Theo Ratliff,689,POR,85,31.3
3465,2003-04,Theron Smith,2604,MEM,20,8.9
3466,2003-04,Tierre Brown,2357,NOH,3,6.1
3467,2003-04,Tim Duncan,1495,SAS,69,36.6
3468,2003-04,Tim Thomas,1501,NYK,66,31.7
3469,2003-04,Tom Gugliotta,339,UTA,55,14.9
3470,2003-04,Toni Kukoc,389,MIL,73,20.7
3471,2003-04,Tony Battie,1499,CLE,73,20.2
3472,2003-04,Tony Delk,960,DAL,33,15.6
3473,2003-04,Tony Massenburg,763,SAC,59,13.3
3474,2003-04,Tony Parker,2225,SAS,75,34.4
3475,2003-04,Torraye Braggs,1765,WAS,15,10.0
3476,2003-04,Tracy McGrady,1503,ORL,67,40.1
3477,2003-04,Tracy Murray,145,POR,7,5.0
3478,2003-04,Travis Best,696,DAL,61,12.5
3479,2003-04,Travis Hansen,2580,ATL,41,12.4
3480,2003-04,Travis Outlaw,2566,POR,8,2.3
3481,2003-04,Tremaine Fowlkes,1762,DET,36,7.0
3482,2003-04,Trenton Hassell,2239,MIN,81,27.9
3483,2003-04,Troy Bell,2559,MEM,6,5.8
3484,2003-04,Troy Hudson,1607,MIN,29,17.4
3485,2003-04,Troy Murphy,2211,GSW,28,21.9
3486,2003-04,Tyrone Hill,238,MIA,5,7.5
3487,2003-04,Tyronn Lue,1731,ORL,76,30.7
3488,2003-04,Tyson Chandler,2199,CHI,35,22.5
3489,2003-04,Udonis Haslem,2617,MIA,75,24.0
3490,2003-04,Vin Baker,452,NYK,54,24.5
3491,2003-04,Vince Carter,1713,TOR,73,38.2
3492,2003-04,Vitaly Potapenko,958,SEA,65,21.9
3493,2003-04,Vlade Divac,124,SAC,81,28.6
3494,2003-04,Vladimir Radmanovic,2209,SEA,77,30.2
3495,2003-04,Vladimir Stepania,1735,POR,42,10.8
3496,2003-04,Voshon Lenard,702,DEN,73,30.7
3497,2003-04,Wally Szczerbiak,1887,MIN,28,22.3
3498,2003-04,Walter McCarty,962,BOS,77,24.7
3499,2003-04,Wang Zhi-zhi,1917,MIA,16,7.1
3500,2003-04,Wesley Person,445,ATL,58,17.8
3501,2003-04,Willie Green,2584,PHI,53,14.5
3502,2003-04,Yao Ming,2397,HOU,82,32.9
3503,2003-04,Zach Randolph,2216,POR,81,37.9
3504,2003-04,Zarko Cabarkapa,2560,PHX,49,11.7
3505,2003-04,Zaza Pachulia,2585,ORL,59,11.2
3506,2003-04,Zeljko Rebraca,1442,ATL,24,11.2
3507,2003-04,Zendon Hamilton,1985,PHI,46,10.2
3508,2003-04,Zoran Planinic,2565,NJN,49,9.5
3509,2003-04,Zydrunas Ilgauskas,980,CLE,81,31.4
3510,2004-05,Aaron McKie,243,PHI,68,16.6
3511,2004-05,Aaron Williams,1425,TOR,42,7.4
3512,2004-05,Adonal Foyle,1502,GSW,78,21.8
3513,2004-05,Adrian Griffin,1559,CHI,69,9.5
3514,2004-05,Al Harrington,1733,ATL,66,38.6
3515,2004-05,Al Jefferson,2744,BOS,71,14.7
3516,2004-05,Alan Henderson,673,DAL,78,15.3
3517,2004-05,Aleksandar Radojevic,1893,UTA,12,10.7
3518,2004-05,Alex Garcia,2682,NOH,8,18.2
3519,2004-05,Allan Houston,275,NYK,20,26.7
3520,2004-05,Allen Iverson,947,PHI,75,42.3
3521,2004-05,Alonzo Mourning,297,MIA,37,19.0
3522,2004-05,Amar'e Stoudemire,2405,PHX,80,36.1
3523,2004-05,Anderson Varejao,2760,CLE,54,16.1
3524,2004-05,Andre Barrett,2857,ORL,38,12.6
3525,2004-05,Andre Emmett,2765,MEM,8,3.2
3526,2004-05,Andre Iguodala,2738,PHI,82,32.7
3527,2004-05,Andre Miller,1889,DEN,82,34.7
3528,2004-05,Andrei Kirilenko,1905,UTA,41,33.0
3529,2004-05,Andres Nocioni,2804,CHI,81,23.4
3530,2004-05,Andrew DeClercq,692,ORL,8,6.3
3531,2004-05,Andris Biedrins,2740,GSW,30,12.7
3532,2004-05,Anfernee Hardaway,358,NYK,37,24.2
3533,2004-05,Ansu Sesay,1738,GSW,16,8.0
3534,2004-05,Antawn Jamison,1712,WAS,68,38.4
3535,2004-05,Anthony Carter,1853,MIN,66,10.8
3536,2004-05,Anthony Goldwire,924,MIL,33,16.1
3537,2004-05,Anthony Johnson,1533,IND,63,27.9
3538,2004-05,Anthony Miller,292,ATL,2,4.9
3539,2004-05,Anthony Peeler,324,WAS,40,13.2
3540,2004-05,Antoine Walker,952,BOS,77,38.5
3541,2004-05,Antonio Burks,2766,MEM,24,9.1
3542,2004-05,Antonio Daniels,1498,SEA,75,27.0
3543,2004-05,Antonio Davis,213,CHI,72,25.6
3544,2004-05,Antonio McDyess,686,DET,77,23.4
3545,2004-05,Austin Croshere,1506,IND,73,25.0
3546,2004-05,Awvee Storey,2852,NJN,9,3.0
3547,2004-05,Baron Davis,1884,GSW,46,34.4
3548,2004-05,Ben Gordon,2732,CHI,82,24.5
3549,2004-05,Ben Handlogten,1052,UTA,21,14.0
3550,2004-05,Ben Wallace,1112,DET,74,36.1
3551,2004-05,Beno Udrih,2757,SAS,80,14.4
3552,2004-05,Bernard Robinson,2774,CHA,31,10.6
3553,2004-05,Billy Thomas,2873,NJN,25,14.0
3554,2004-05,Bo Outlaw,448,PHX,39,5.5
3555,2004-05,Bob Sura,682,HOU,61,31.6
3556,2004-05,Bobby Jackson,1517,SAC,25,21.6
3557,2004-05,Bobby Simmons,2250,LAC,75,37.5
3558,2004-05,Bonzi Wells,1719,MEM,69,21.6
3559,2004-05,Boris Diaw,2564,ATL,66,18.1
3560,2004-05,Bostjan Nachbar,2411,NOH,71,18.9
3561,2004-05,Brad Miller,1802,SAC,56,37.4
3562,2004-05,Brandin Knight,2688,HOU,1,2.8
3563,2004-05,Brandon Hunter,2599,ORL,31,7.0
3564,2004-05,Brendan Haywood,2217,WAS,68,27.5
3565,2004-05,Brent Barry,699,SAS,81,21.4
3566,2004-05,Brevin Knight,1510,CHA,66,29.5
3567,2004-05,Brian Cardinal,2073,MEM,58,24.7
3568,2004-05,Brian Cook,2567,LAL,72,15.0
3569,2004-05,Brian Grant,258,LAL,69,16.6
3570,2004-05,Brian Scalabrine,2243,NJN,54,21.6
3571,2004-05,Brian Skinner,1730,SAC,49,19.3
3572,2004-05,Britton Johnsen,2639,IND,6,14.0
3573,2004-05,Bruce Bowen,1477,SAS,82,32.0
3574,2004-05,Bruno Sundov,1743,NYK,21,3.3
3575,2004-05,Bryon Russell,935,DEN,70,14.7
3576,2004-05,Calbert Cheaney,384,GSW,55,17.2
3577,2004-05,Calvin Booth,1916,MIL,51,8.9
3578,2004-05,Carlos Arroyo,2306,DET,70,20.6
3579,2004-05,Carlos Boozer,2430,UTA,51,34.9
3580,2004-05,Carlos Delfino,2568,DET,30,15.4
3581,2004-05,Carmelo Anthony,2546,DEN,75,34.8
3582,2004-05,Caron Butler,2406,LAL,77,35.6
3583,2004-05,Casey Jacobsen,2418,NOH,84,21.5
3584,2004-05,Charlie Ward,369,HOU,14,25.7
3585,2004-05,Chauncey Billups,1497,DET,80,35.9
3586,2004-05,Chris Andersen,2365,NOH,67,21.3
3587,2004-05,Chris Bosh,2547,TOR,81,37.2
3588,2004-05,Chris Duhon,2768,CHI,82,26.5
3589,2004-05,Chris Kaman,2549,LAC,63,26.0
3590,2004-05,Chris Mihm,2036,LAL,75,25.0
3591,2004-05,Chris Webber,185,PHI,67,35.4
3592,2004-05,Chris Wilcox,2404,LAC,54,18.6
3593,2004-05,Christian Laettner,363,MIA,49,15.1
3594,2004-05,Chucky Atkins,1088,LAL,82,35.5
3595,2004-05,Clar. Weatherspoon,221,HOU,40,13.1
3596,2004-05,Clifford Robinson,361,NJN,71,23.9
3597,2004-05,Corey Maggette,1894,LAC,66,37.1
3598,2004-05,Corliss Williamson,722,SAC,72,21.3
3599,2004-05,Corsley Edwards,2451,NOH,10,11.0
3600,2004-05,Cory Alexander,724,CHA,16,12.4
3601,2004-05,Curtis Borchardt,2414,UTA,67,12.8
3602,2004-05,Cuttino Mobley,1749,SAC,66,36.3
3603,2004-05,DJ Mbenga,2788,DAL,15,3.8
3604,2004-05,Dahntay Jones,2563,MEM,52,12.4
3605,2004-05,Dajuan Wagner,2402,CLE,11,9.3
3606,2004-05,Dale Davis,905,IND,61,21.4
3607,2004-05,Damien Wilkins,2863,SEA,29,17.8
3608,2004-05,Damon Jones,1800,MIA,82,31.4
3609,2004-05,Damon Stoudamire,757,POR,81,34.2
3610,2004-05,Damone Brown,2245,WAS,14,10.8
3611,2004-05,Dan Dickau,2424,NOH,71,29.3
3612,2004-05,Dan Gadzuric,2429,MIL,81,22.0
3613,2004-05,Daniel Santiago,2091,MIL,11,9.5
3614,2004-05,Danny Fortson,1504,SEA,62,16.9
3615,2004-05,Darius Miles,2032,POR,63,26.9
3616,2004-05,Darius Songaila,2443,SAC,81,20.5
3617,2004-05,Darko Milicic,2545,DET,37,6.8
3618,2004-05,Darrell Armstrong,353,DAL,66,15.0
3619,2004-05,Darrick Martin,239,LAC,11,17.2
3620,2004-05,Darvin Ham,1032,DET,47,5.5
3621,2004-05,David Harrison,2758,IND,43,17.7
3622,2004-05,David Wesley,133,HOU,80,34.7
3623,2004-05,David West,2561,NOH,30,18.3
3624,2004-05,DeSagana Diop,2205,CLE,39,7.8
3625,2004-05,DeShawn Stevenson,2052,ORL,55,19.6
3626,2004-05,Delonte West,2753,BOS,39,12.9
3627,2004-05,DerMarr Johnson,2035,DEN,71,17.2
3628,2004-05,Derek Anderson,1507,POR,47,26.3
3629,2004-05,Derek Fisher,965,GSW,74,30.0
3630,2004-05,Derrick Coleman,934,DET,5,9.9
3631,2004-05,Desmond Mason,2046,MIL,80,36.1
3632,2004-05,Devean George,1904,LAL,15,20.5
3633,2004-05,Devin Brown,2484,SAS,67,18.4
3634,2004-05,Devin Harris,2734,DAL,76,15.5
3635,2004-05,Dikembe Mutombo,87,HOU,80,15.3
3636,2004-05,Dion Glover,1901,SAS,7,9.4
3637,2004-05,Dirk Nowitzki,1717,DAL,78,38.8
3638,2004-05,Donnell Harvey,2051,NJN,3,5.4
3639,2004-05,Donta Smith,2764,ATL,38,11.4
3640,2004-05,Donyell Marshall,923,TOR,65,25.5
3641,2004-05,Dorell Wright,2748,MIA,3,9.2
3642,2004-05,Doug Christie,57,ORL,52,29.2
3643,2004-05,Drew Gooden,2400,CLE,82,30.8
3644,2004-05,Dwight Howard,2730,ORL,82,32.7
3645,2004-05,Dwyane Wade,2548,MIA,77,38.7
3646,2004-05,Earl Boykins,1863,DEN,82,26.4
3647,2004-05,Earl Watson,2248,MEM,80,22.7
3648,2004-05,Eddie Gill,2109,IND,73,13.9
3649,2004-05,Eddie Griffin,2204,MIN,70,21.3
3650,2004-05,Eddie House,2067,SAC,68,13.0
3651,2004-05,Eddie Jones,224,MIA,80,35.5
3652,2004-05,Eddy Curry,2201,CHI,63,28.8
3653,2004-05,Eduardo Najera,2059,DEN,68,17.4
3654,2004-05,Elden Campbell,922,DET,40,9.8
3655,2004-05,Elton Brand,1882,LAC,81,37.1
3656,2004-05,Emeka Okafor,2731,CHA,73,35.6
3657,2004-05,Eric Piatkowski,15,CHI,68,12.3
3658,2004-05,Eric Snow,727,CLE,81,22.7
3659,2004-05,Eric Williams,677,TOR,55,24.1
3660,2004-05,Erick Dampier,956,DAL,59,27.2
3661,2004-05,Erick Strickland,1065,MIL,62,16.3
3662,2004-05,Erik Daniels,2845,SAC,21,3.4
3663,2004-05,Ervin Johnson,911,MIN,46,8.9
3664,2004-05,Etan Thomas,2041,WAS,47,20.8
3665,2004-05,Flip Murray,2436,SEA,49,17.9
3666,2004-05,Francisco Elson,1922,DEN,67,14.0
3667,2004-05,Frank Williams,2421,CHI,9,7.8
3668,2004-05,Fred Hoiberg,697,MIN,76,16.7
3669,2004-05,Fred Jones,2410,IND,77,29.5
3670,2004-05,Gary Payton,56,BOS,77,33.1
3671,2004-05,Geno Carlisle,2367,POR,6,2.6
3672,2004-05,George Lynch,248,NOH,44,21.2
3673,2004-05,Gerald Wallace,2222,CHA,70,30.7
3674,2004-05,Gilbert Arenas,2240,WAS,80,41.0
3675,2004-05,Glenn Robinson,299,SAS,9,17.6
3676,2004-05,Gordan Giricek,1921,UTA,81,20.4
3677,2004-05,Grant Hill,255,ORL,67,35.0
3678,2004-05,Greg Buckner,1761,DEN,70,21.7
3679,2004-05,Greg Ostertag,731,SAC,56,9.9
3680,2004-05,Ha Ha,2775,POR,19,5.3
3681,2004-05,Hedo Turkoglu,2045,ORL,67,26.4
3682,2004-05,Horace Jenkins,2798,DET,15,6.8
3683,2004-05,Howard Eisley,458,UTA,74,19.3
3684,2004-05,Ibrahim Kutluay,2825,SEA,5,2.2
3685,2004-05,Ira Newble,1956,CLE,74,24.7
3686,2004-05,JR Smith,2747,NOH,76,24.5
3687,2004-05,Jabari Smith,2074,NJN,45,14.4
3688,2004-05,Jackie Butler,2866,NYK,3,1.5
3689,2004-05,Jackson Vroman,2761,NOH,46,15.4
3690,2004-05,Jacque Vaughn,1521,NJN,71,19.7
3691,2004-05,Jahidi White,1751,CHA,17,7.8
3692,2004-05,Jake Tsakalidis,2054,MEM,31,9.1
3693,2004-05,Jake Voskuhl,2063,PHX,38,9.5
3694,2004-05,Jalen Rose,147,TOR,81,33.5
3695,2004-05,Jamaal Magloire,2048,NOH,23,30.7
3696,2004-05,Jamaal Tinsley,2224,IND,40,32.5
3697,2004-05,Jamal Crawford,2037,NYK,70,38.4
3698,2004-05,Jamal Sampson,2441,CHA,23,14.2
3699,2004-05,Jameer Nelson,2749,ORL,79,20.4
3700,2004-05,James Jones,2592,IND,75,17.6
3701,2004-05,James Posey,1899,MEM,50,27.7
3702,2004-05,James Thomas,2839,ATL,11,10.3
3703,2004-05,Jamison Brewer,2249,NYK,18,10.0
3704,2004-05,Jannero Pargo,2457,CHI,32,14.1
3705,2004-05,Jared Jeffries,2407,WAS,77,26.1
3706,2004-05,Jared Reiner,2876,CHI,19,6.9
3707,2004-05,Jarron Collins,2260,UTA,50,19.2
3708,2004-05,Jarvis Hayes,2553,WAS,54,28.9
3709,2004-05,Jason Collier,2044,ATL,70,13.5
3710,2004-05,Jason Collins,2215,NJN,80,31.8
3711,2004-05,Jason Hart,2078,CHA,74,25.5
3712,2004-05,Jason Kapono,2574,CHA,81,18.4
3713,2004-05,Jason Kidd,467,NJN,66,37.1
3714,2004-05,Jason Richardson,2202,GSW,72,37.8
3715,2004-05,Jason Terry,1891,DAL,80,30.0
3716,2004-05,Jason Williams,1715,MEM,71,27.5
3717,2004-05,Jeff Foster,1902,IND,61,26.3
3718,2004-05,Jeff McInnis,976,CLE,76,34.9
3719,2004-05,Jelani McCoy,1741,ATL,10,8.6
3720,2004-05,Jermaine Jackson,1983,NYK,21,10.7
3721,2004-05,Jermaine O'Neal,979,IND,44,35.0
3722,2004-05,Jerome James,1744,SEA,80,16.6
3723,2004-05,Jerome Moiso,2040,CLE,20,5.9
3724,2004-05,Jerome Williams,966,NYK,79,15.3
3725,2004-05,Jerry Stackhouse,711,DAL,56,28.9
3726,2004-05,Jim Jackson,754,PHX,64,31.2
3727,2004-05,Jiri Welsch,2412,CLE,71,18.6
3728,2004-05,Joe Johnson,2207,PHX,82,39.5
3729,2004-05,Joe Smith,693,MIL,74,30.7
3730,2004-05,Joel Przybilla,2038,POR,76,24.4
3731,2004-05,John Edwards,2823,IND,25,5.3
3732,2004-05,John Salmons,2422,PHI,58,17.0
3733,2004-05,John Thomas,1519,MIN,44,11.8
3734,2004-05,Jon Barry,468,HOU,69,21.8
3735,2004-05,Jonathan Bender,1886,IND,7,13.2
3736,2004-05,Josh Childress,2735,ATL,80,29.6
3737,2004-05,Josh Davis,2668,PHI,42,7.6
3738,2004-05,Josh Howard,2572,DAL,76,32.2
3739,2004-05,Josh Smith,2746,ATL,74,27.7
3740,2004-05,Juan Dixon,2413,WAS,63,16.7
3741,2004-05,Jumaine Jones,1908,LAL,76,24.1
3742,2004-05,Junior Harrington,2454,NOH,29,18.8
3743,2004-05,Justin Reed,2770,BOS,23,5.0
3744,2004-05,Juwan Howard,436,HOU,61,26.6
3745,2004-05,Kaniel Dickens,2079,NJN,11,5.0
3746,2004-05,Kareem Rush,2416,CHA,48,20.1
3747,2004-05,Kedrick Brown,2208,PHI,8,6.8
3748,2004-05,Keith Bogans,2586,CHA,74,24.3
3749,2004-05,Keith McLeod,2693,UTA,53,26.1
3750,2004-05,Keith Van Horn,1496,DAL,62,24.2
3751,2004-05,Kelvin Cato,1509,ORL,62,24.5
3752,2004-05,Kendall Gill,383,MIL,14,20.3
3753,2004-05,Kendrick Perkins,2570,BOS,60,9.0
3754,2004-05,Kenny Anderson,72,LAC,43,17.3
3755,2004-05,Kenny Thomas,1903,SAC,73,29.7
3756,2004-05,Kenyon Martin,2030,DEN,70,32.6
3757,2004-05,Kerry Kittles,954,LAC,11,22.1
3758,2004-05,Kevin Garnett,708,MIN,82,38.1
3759,2004-05,Kevin Martin,2755,SAC,45,10.2
3760,2004-05,Kevin Ollie,1563,PHI,26,6.2
3761,2004-05,Kevin Willis,788,ATL,29,11.9
3762,2004-05,Keyon Dooling,2039,MIA,74,16.0
3763,2004-05,Kirk Hinrich,2550,CHI,77,36.3
3764,2004-05,Kirk Penney,2632,LAC,4,3.0
3765,2004-05,Kirk Snyder,2745,UTA,68,13.2
3766,2004-05,Kobe Bryant,977,LAL,66,40.8
3767,2004-05,Kris Humphries,2743,UTA,67,13.0
3768,2004-05,Kurt Thomas,703,NYK,80,35.7
3769,2004-05,Kwame Brown,2198,WAS,42,21.6
3770,2004-05,Kyle Korver,2594,PHI,82,32.5
3771,2004-05,Lamar Odom,1885,LAL,64,36.2
3772,2004-05,Lamond Murray,441,TOR,62,14.8
3773,2004-05,Laron Profit,1919,WAS,42,10.0
3774,2004-05,Larry Hughes,1716,WAS,61,38.6
3775,2004-05,Latrell Sprewell,84,MIN,80,30.6
3776,2004-05,Lawrence Funderburke,1444,CHI,2,10.8
3777,2004-05,LeBron James,2544,CLE,80,42.3
3778,2004-05,Leandro Barbosa,2571,PHX,63,17.2
3779,2004-05,Lee Nailon,1924,NOH,68,29.6
3780,2004-05,Lindsey Hunter,283,DET,76,14.9
3781,2004-05,Linton Johnson,2669,SAS,2,7.6
3782,2004-05,Lionel Chalmers,2763,LAC,36,11.8
3783,2004-05,Lonny Baxter,2437,NOH,4,9.0
3784,2004-05,Loren Woods,2254,TOR,45,15.6
3785,2004-05,Lorenzen Wright,953,MEM,80,28.6
3786,2004-05,Lucious Harris,446,CLE,73,15.4
3787,2004-05,Luis Flores,2784,DEN,16,4.6
3788,2004-05,Luke Jackson,2739,CLE,10,4.3
3789,2004-05,Luke Ridnour,2557,SEA,82,31.4
3790,2004-05,Luke Walton,2575,LAL,61,12.5
3791,2004-05,Luol Deng,2736,CHI,61,27.2
3792,2004-05,Maciej Lampe,2573,NOH,37,10.3
3793,2004-05,Malik Allen,2124,CHA,36,14.3
3794,2004-05,Malik Rose,990,NYK,76,19.5
3795,2004-05,Mamadou N'diaye,2055,LAC,11,6.6
3796,2004-05,Manu Ginobili,1938,SAS,74,29.7
3797,2004-05,Marc Jackson,1531,PHI,81,24.3
3798,2004-05,Marcus Banks,2556,BOS,81,14.1
3799,2004-05,Marcus Camby,948,DEN,66,30.6
3800,2004-05,Marcus Fizer,2033,MIL,54,16.7
3801,2004-05,Marcus Haislip,2409,IND,9,11.7
3802,2004-05,Mario Kasun,2435,ORL,45,7.8
3803,2004-05,Mark Blount,1548,BOS,82,26.1
3804,2004-05,Mark Jones,2891,ORL,10,11.5
3805,2004-05,Mark Madsen,2058,MIN,41,14.7
3806,2004-05,Mark Pope,998,DEN,9,2.8
3807,2004-05,Marko Jaric,2060,LAC,50,33.2
3808,2004-05,Marquis Daniels,2605,DAL,60,23.6
3809,2004-05,Mateen Cleaves,2043,SEA,14,4.6
3810,2004-05,Matt Barnes,2440,SAC,43,16.4
3811,2004-05,Matt Bonner,2588,TOR,82,18.8
3812,2004-05,Matt Carroll,2679,CHA,25,17.3
3813,2004-05,Matt Freije,2782,NOH,23,19.0
3814,2004-05,Matt Harpring,1723,UTA,78,33.1
3815,2004-05,Maurice Baker,2486,POR,5,3.8
3816,2004-05,Maurice Evans,2230,SAC,65,18.8
3817,2004-05,Maurice Taylor,1508,NYK,65,20.7
3818,2004-05,Mehmet Okur,2246,UTA,82,28.1
3819,2004-05,Melvin Ely,2408,CHA,79,21.0
3820,2004-05,Metta World Peace,1897,IND,7,41.4
3821,2004-05,Michael Bradley,2214,PHI,18,6.4
3822,2004-05,Michael Curry,688,IND,18,14.0
3823,2004-05,Michael Doleac,1720,MIA,80,14.6
3824,2004-05,Michael Finley,714,DAL,64,37.0
